,sorted_cifs_ids_non_empty,sorted_cifs_ids_short_non_empty,gph_grouped_non_empty,sorted_cifs_non_empty
14558,682905,682905,"['Fe0.8907Cr0.0949W0.0033V0.0066Mn0.0045-682905-Cagome_big.gph', 'Fe0.8907Cr0.0949W0.0033V0.0066Mn0.0045-682905-Cagome_big_1.gph', 'Fe0.8907Cr0.0949W0.0033V0.0066Mn0.0045-682905-Cagome_big_2.gph', 'Fe0.8907Cr0.0949W0.0033V0.0066Mn0.0045-682905-Cagome_big_3.gph', 'Fe0.8907Cr0.0949W0.0033V0.0066Mn0.0045-682905-Cagome_big_4.gph', 'Fe0.8907Cr0.0949W0.0033V0.0066Mn0.0045-682905-Cagome_big_5.gph', 'Fe0.8907Cr0.0949W0.0033V0.0066Mn0.0045-682905-Cagome_big_6.gph', 'Fe0.8907Cr0.0949W0.0033V0.0066Mn0.0045-682905-Cagome_big_7.gph', 'Fe0.8907Cr0.0949W0.0033V0.0066Mn0.0045-682905-Cagome_big_8.gph', 'Fe0.8907Cr0.0949W0.0033V0.0066Mn0.0045-682905-Cagome_big_9.gph']",intermetallics_search_682905.cif
14559,683206,683206,"['ZrNiPb-683206-Cagome_big.gph', 'ZrNiPb-683206-Cagome_big_1.gph']",intermetallics_search_683206.cif
14560,683236,683236,"['Cr0.1Mn0.3Fe0.5Co0.1-683236-Cagome_big.gph', 'Cr0.1Mn0.3Fe0.5Co0.1-683236-Cagome_big_1.gph', 'Cr0.1Mn0.3Fe0.5Co0.1-683236-Cagome_big_2.gph', 'Cr0.1Mn0.3Fe0.5Co0.1-683236-Cagome_big_3.gph']",intermetallics_search_683236.cif
14561,683237,683237,"['Cr0.2Mn0.2Fe0.34Co0.2Ni0.06-683237-Cagome_big.gph', 'Cr0.2Mn0.2Fe0.34Co0.2Ni0.06-683237-Cagome_big_1.gph', 'Cr0.2Mn0.2Fe0.34Co0.2Ni0.06-683237-Cagome_big_2.gph', 'Cr0.2Mn0.2Fe0.34Co0.2Ni0.06-683237-Cagome_big_3.gph', 'Cr0.2Mn0.2Fe0.34Co0.2Ni0.06-683237-Cagome_big_4.gph']",intermetallics_search_683237.cif
14562,683238,683238,"['Cr0.2Mn0.2Fe0.3Co0.2Ni0.1-683238-Cagome_big.gph', 'Cr0.2Mn0.2Fe0.3Co0.2Ni0.1-683238-Cagome_big_1.gph', 'Cr0.2Mn0.2Fe0.3Co0.2Ni0.1-683238-Cagome_big_2.gph', 'Cr0.2Mn0.2Fe0.3Co0.2Ni0.1-683238-Cagome_big_3.gph', 'Cr0.2Mn0.2Fe0.3Co0.2Ni0.1-683238-Cagome_big_4.gph']",intermetallics_search_683238.cif
14563,683239,683239,"['Cr0.2Mn0.2Fe0.2Co0.2Ni0.2-683239-Cagome_big.gph', 'Cr0.2Mn0.2Fe0.2Co0.2Ni0.2-683239-Cagome_big_1.gph', 'Cr0.2Mn0.2Fe0.2Co0.2Ni0.2-683239-Cagome_big_2.gph', 'Cr0.2Mn0.2Fe0.2Co0.2Ni0.2-683239-Cagome_big_3.gph', 'Cr0.2Mn0.2Fe0.2Co0.2Ni0.2-683239-Cagome_big_4.gph']",intermetallics_search_683239.cif
14564,683240,683240,"['Cr0.25Fe0.25Co0.25Ni0.25-683240-Cagome_big.gph', 'Cr0.25Fe0.25Co0.25Ni0.25-683240-Cagome_big_1.gph', 'Cr0.25Fe0.25Co0.25Ni0.25-683240-Cagome_big_2.gph', 'Cr0.25Fe0.25Co0.25Ni0.25-683240-Cagome_big_3.gph']",intermetallics_search_683240.cif
14565,683241,683241,"['Cr0.1Mn0.3Fe0.5Co0.1-683241-Cagome_big.gph', 'Cr0.1Mn0.3Fe0.5Co0.1-683241-Cagome_big_1.gph', 'Cr0.1Mn0.3Fe0.5Co0.1-683241-Cagome_big_2.gph', 'Cr0.1Mn0.3Fe0.5Co0.1-683241-Cagome_big_3.gph', 'Cr0.1Mn0.3Fe0.5Co0.1-683241-Cagome_big_4.gph', 'Cr0.1Mn0.3Fe0.5Co0.1-683241-Cagome_big_5.gph', 'Cr0.1Mn0.3Fe0.5Co0.1-683241-Cagome_big_6.gph', 'Cr0.1Mn0.3Fe0.5Co0.1-683241-Cagome_big_7.gph']",intermetallics_search_683241.cif
14566,683242,683242,"['Cr0.2Mn0.2Fe0.34Co0.2Ni0.06-683242-Cagome_big.gph', 'Cr0.2Mn0.2Fe0.34Co0.2Ni0.06-683242-Cagome_big_1.gph', 'Cr0.2Mn0.2Fe0.34Co0.2Ni0.06-683242-Cagome_big_2.gph', 'Cr0.2Mn0.2Fe0.34Co0.2Ni0.06-683242-Cagome_big_3.gph', 'Cr0.2Mn0.2Fe0.34Co0.2Ni0.06-683242-Cagome_big_4.gph', 'Cr0.2Mn0.2Fe0.34Co0.2Ni0.06-683242-Cagome_big_5.gph', 'Cr0.2Mn0.2Fe0.34Co0.2Ni0.06-683242-Cagome_big_6.gph', 'Cr0.2Mn0.2Fe0.34Co0.2Ni0.06-683242-Cagome_big_7.gph', 'Cr0.2Mn0.2Fe0.34Co0.2Ni0.06-683242-Cagome_big_8.gph', 'Cr0.2Mn0.2Fe0.34Co0.2Ni0.06-683242-Cagome_big_9.gph']",intermetallics_search_683242.cif
14567,683243,683243,"['Cr0.2Mn0.2Fe0.3Co0.2Ni0.1-683243-Cagome_big.gph', 'Cr0.2Mn0.2Fe0.3Co0.2Ni0.1-683243-Cagome_big_1.gph', 'Cr0.2Mn0.2Fe0.3Co0.2Ni0.1-683243-Cagome_big_2.gph', 'Cr0.2Mn0.2Fe0.3Co0.2Ni0.1-683243-Cagome_big_3.gph', 'Cr0.2Mn0.2Fe0.3Co0.2Ni0.1-683243-Cagome_big_4.gph', 'Cr0.2Mn0.2Fe0.3Co0.2Ni0.1-683243-Cagome_big_5.gph', 'Cr0.2Mn0.2Fe0.3Co0.2Ni0.1-683243-Cagome_big_6.gph', 'Cr0.2Mn0.2Fe0.3Co0.2Ni0.1-683243-Cagome_big_7.gph', 'Cr0.2Mn0.2Fe0.3Co0.2Ni0.1-683243-Cagome_big_8.gph', 'Cr0.2Mn0.2Fe0.3Co0.2Ni0.1-683243-Cagome_big_9.gph']",intermetallics_search_683243.cif
14568,683244,683244,"['Cr0.2Mn0.2Fe0.2Co0.2Ni0.2-683244-Cagome_big.gph', 'Cr0.2Mn0.2Fe0.2Co0.2Ni0.2-683244-Cagome_big_1.gph', 'Cr0.2Mn0.2Fe0.2Co0.2Ni0.2-683244-Cagome_big_2.gph', 'Cr0.2Mn0.2Fe0.2Co0.2Ni0.2-683244-Cagome_big_3.gph', 'Cr0.2Mn0.2Fe0.2Co0.2Ni0.2-683244-Cagome_big_4.gph', 'Cr0.2Mn0.2Fe0.2Co0.2Ni0.2-683244-Cagome_big_5.gph', 'Cr0.2Mn0.2Fe0.2Co0.2Ni0.2-683244-Cagome_big_6.gph', 'Cr0.2Mn0.2Fe0.2Co0.2Ni0.2-683244-Cagome_big_7.gph', 'Cr0.2Mn0.2Fe0.2Co0.2Ni0.2-683244-Cagome_big_8.gph', 'Cr0.2Mn0.2Fe0.2Co0.2Ni0.2-683244-Cagome_big_9.gph']",intermetallics_search_683244.cif
14569,683245,683245,"['Cr0.25Fe0.25Co0.25Ni0.25-683245-Cagome_big.gph', 'Cr0.25Fe0.25Co0.25Ni0.25-683245-Cagome_big_1.gph', 'Cr0.25Fe0.25Co0.25Ni0.25-683245-Cagome_big_2.gph', 'Cr0.25Fe0.25Co0.25Ni0.25-683245-Cagome_big_3.gph', 'Cr0.25Fe0.25Co0.25Ni0.25-683245-Cagome_big_4.gph', 'Cr0.25Fe0.25Co0.25Ni0.25-683245-Cagome_big_5.gph', 'Cr0.25Fe0.25Co0.25Ni0.25-683245-Cagome_big_6.gph', 'Cr0.25Fe0.25Co0.25Ni0.25-683245-Cagome_big_7.gph']",intermetallics_search_683245.cif
14570,683258,683258,['LaSb-683258-Cagome_big.gph'],intermetallics_search_683258.cif
14571,683259,683259,['LaBi-683259-Cagome_big.gph'],intermetallics_search_683259.cif
14572,683263,683263,"['Ti0.2Zr0.2Hf0.2V0.2Nb0.2-683263-Cagome_big.gph', 'Ti0.2Zr0.2Hf0.2V0.2Nb0.2-683263-Cagome_big_1.gph', 'Ti0.2Zr0.2Hf0.2V0.2Nb0.2-683263-Cagome_big_2.gph', 'Ti0.2Zr0.2Hf0.2V0.2Nb0.2-683263-Cagome_big_3.gph', 'Ti0.2Zr0.2Hf0.2V0.2Nb0.2-683263-Cagome_big_4.gph', 'Ti0.2Zr0.2Hf0.2V0.2Nb0.2-683263-Cagome_big_5.gph', 'Ti0.2Zr0.2Hf0.2V0.2Nb0.2-683263-Cagome_big_6.gph', 'Ti0.2Zr0.2Hf0.2V0.2Nb0.2-683263-Cagome_big_7.gph']",intermetallics_search_683263.cif
14573,683264,683264,"['Ti0.25Zr0.25V0.25Nb0.25-683264-Cagome_big.gph', 'Ti0.25Zr0.25V0.25Nb0.25-683264-Cagome_big_1.gph', 'Ti0.25Zr0.25V0.25Nb0.25-683264-Cagome_big_2.gph', 'Ti0.25Zr0.25V0.25Nb0.25-683264-Cagome_big_3.gph', 'Ti0.25Zr0.25V0.25Nb0.25-683264-Cagome_big_4.gph', 'Ti0.25Zr0.25V0.25Nb0.25-683264-Cagome_big_5.gph', 'Ti0.25Zr0.25V0.25Nb0.25-683264-Cagome_big_6.gph', 'Ti0.25Zr0.25V0.25Nb0.25-683264-Cagome_big_7.gph']",intermetallics_search_683264.cif
14574,683265,683265,"['Ti0.25V0.25Nb0.25Mo0.25-683265-Cagome_big.gph', 'Ti0.25V0.25Nb0.25Mo0.25-683265-Cagome_big_1.gph', 'Ti0.25V0.25Nb0.25Mo0.25-683265-Cagome_big_2.gph', 'Ti0.25V0.25Nb0.25Mo0.25-683265-Cagome_big_3.gph', 'Ti0.25V0.25Nb0.25Mo0.25-683265-Cagome_big_4.gph', 'Ti0.25V0.25Nb0.25Mo0.25-683265-Cagome_big_5.gph', 'Ti0.25V0.25Nb0.25Mo0.25-683265-Cagome_big_6.gph', 'Ti0.25V0.25Nb0.25Mo0.25-683265-Cagome_big_7.gph']",intermetallics_search_683265.cif
14575,683266,683266,"['Nb0.25Ta0.25Mo0.25W0.25-683266-Cagome_big.gph', 'Nb0.25Ta0.25Mo0.25W0.25-683266-Cagome_big_1.gph', 'Nb0.25Ta0.25Mo0.25W0.25-683266-Cagome_big_2.gph', 'Nb0.25Ta0.25Mo0.25W0.25-683266-Cagome_big_3.gph', 'Nb0.25Ta0.25Mo0.25W0.25-683266-Cagome_big_4.gph', 'Nb0.25Ta0.25Mo0.25W0.25-683266-Cagome_big_5.gph', 'Nb0.25Ta0.25Mo0.25W0.25-683266-Cagome_big_6.gph', 'Nb0.25Ta0.25Mo0.25W0.25-683266-Cagome_big_7.gph']",intermetallics_search_683266.cif
14576,683267,683267,['Co3Al-683267-Cagome_big.gph'],intermetallics_search_683267.cif
14577,683268,683268,['Co3Al0.75Cr0.25-683268-Cagome_big.gph'],intermetallics_search_683268.cif
14578,683269,683269,['Co3Al0.75Hf0.25-683269-Cagome_big.gph'],intermetallics_search_683269.cif
14579,683270,683270,['Co3Al0.75Mo0.25-683270-Cagome_big.gph'],intermetallics_search_683270.cif
14580,683271,683271,['Co3Al0.75Ni0.25-683271-Cagome_big.gph'],intermetallics_search_683271.cif
14581,683272,683272,['Co3Al0.75Re0.25-683272-Cagome_big.gph'],intermetallics_search_683272.cif
14582,683273,683273,['Co3Al0.75Ru0.25-683273-Cagome_big.gph'],intermetallics_search_683273.cif
14583,683274,683274,['Co3Al0.75Ta0.25-683274-Cagome_big.gph'],intermetallics_search_683274.cif
14584,683275,683275,['Co3Al0.75Ti0.25-683275-Cagome_big.gph'],intermetallics_search_683275.cif
14585,683276,683276,['Co3Al0.75W0.25-683276-Cagome_big.gph'],intermetallics_search_683276.cif
14586,683277,683277,['Co3Al0.75Y0.25-683277-Cagome_big.gph'],intermetallics_search_683277.cif
14587,683368,683368,"['Fe0.5Ni0.5-683368-Cagome_big.gph', 'Fe0.5Ni0.5-683368-Cagome_big_1.gph']",intermetallics_search_683368.cif
14588,683369,683369,"['Fe0.5Cr0.5-683369-Cagome_big.gph', 'Fe0.5Cr0.5-683369-Cagome_big_1.gph']",intermetallics_search_683369.cif
14589,683370,683370,"['Fe0.5Co0.5-683370-Cagome_big.gph', 'Fe0.5Co0.5-683370-Cagome_big_1.gph']",intermetallics_search_683370.cif
14590,683371,683371,"['Co0.5Ni0.5-683371-Cagome_big.gph', 'Co0.5Ni0.5-683371-Cagome_big_1.gph']",intermetallics_search_683371.cif
14591,683372,683372,"['Co0.5Cr0.5-683372-Cagome_big.gph', 'Co0.5Cr0.5-683372-Cagome_big_1.gph']",intermetallics_search_683372.cif
14592,683373,683373,"['Fe0.33Co0.33Ni0.33-683373-Cagome_big.gph', 'Fe0.33Co0.33Ni0.33-683373-Cagome_big_1.gph', 'Fe0.33Co0.33Ni0.33-683373-Cagome_big_2.gph']",intermetallics_search_683373.cif
14593,683374,683374,"['Fe0.33Co0.33Cr0.33-683374-Cagome_big.gph', 'Fe0.33Co0.33Cr0.33-683374-Cagome_big_1.gph', 'Fe0.33Co0.33Cr0.33-683374-Cagome_big_2.gph']",intermetallics_search_683374.cif
14594,683375,683375,"['Fe0.33Cr0.33Ni0.33-683375-Cagome_big.gph', 'Fe0.33Cr0.33Ni0.33-683375-Cagome_big_1.gph', 'Fe0.33Cr0.33Ni0.33-683375-Cagome_big_2.gph']",intermetallics_search_683375.cif
14595,683376,683376,"['Co0.33Ni0.33Cr0.33-683376-Cagome_big.gph', 'Co0.33Ni0.33Cr0.33-683376-Cagome_big_1.gph', 'Co0.33Ni0.33Cr0.33-683376-Cagome_big_2.gph']",intermetallics_search_683376.cif
14596,683377,683377,"['Fe0.25Co0.25Ni0.25Cr0.25-683377-Cagome_big.gph', 'Fe0.25Co0.25Ni0.25Cr0.25-683377-Cagome_big_1.gph', 'Fe0.25Co0.25Ni0.25Cr0.25-683377-Cagome_big_2.gph', 'Fe0.25Co0.25Ni0.25Cr0.25-683377-Cagome_big_3.gph']",intermetallics_search_683377.cif
14597,683378,683378,"['Fe0.2Co0.2Ni0.2Cr0.2Mn0.2-683378-Cagome_big.gph', 'Fe0.2Co0.2Ni0.2Cr0.2Mn0.2-683378-Cagome_big_1.gph', 'Fe0.2Co0.2Ni0.2Cr0.2Mn0.2-683378-Cagome_big_2.gph', 'Fe0.2Co0.2Ni0.2Cr0.2Mn0.2-683378-Cagome_big_3.gph', 'Fe0.2Co0.2Ni0.2Cr0.2Mn0.2-683378-Cagome_big_4.gph']",intermetallics_search_683378.cif
14598,683403,683403,"['Mg3Cu-683403-Cagome_big.gph', 'Mg3Cu-683403-Cagome_big_1.gph']",intermetallics_search_683403.cif
14599,683407,683407,['MgCu2-683407-Cagome_big.gph'],intermetallics_search_683407.cif
14600,683411,683411,"['MgNi2-683411-Cagome_big.gph', 'MgNi2-683411-Cagome_big_1.gph', 'MgNi2-683411-Cagome_big_2.gph']",intermetallics_search_683411.cif
14601,683412,683412,"['MgNi2-683412-Cagome_big.gph', 'MgNi2-683412-Cagome_big_1.gph', 'MgNi2-683412-Cagome_big_2.gph']",intermetallics_search_683412.cif
14602,683413,683413,"['MgNi3-683413-Cagome_big.gph', 'MgNi3-683413-Cagome_big_1.gph', 'MgNi3-683413-Cagome_big_2.gph', 'MgNi3-683413-Cagome_big_3.gph', 'MgNi3-683413-Cagome_big_4.gph', 'MgNi3-683413-Cagome_big_5.gph', 'MgNi3-683413-Cagome_big_6.gph', 'MgNi3-683413-Cagome_big_7.gph']",intermetallics_search_683413.cif
14603,683416,683416,"['MgNi7-683416-Cagome_big.gph', 'MgNi7-683416-Cagome_big_1.gph', 'MgNi7-683416-Cagome_big_10.gph', 'MgNi7-683416-Cagome_big_11.gph', 'MgNi7-683416-Cagome_big_12.gph', 'MgNi7-683416-Cagome_big_13.gph', 'MgNi7-683416-Cagome_big_14.gph', 'MgNi7-683416-Cagome_big_15.gph', 'MgNi7-683416-Cagome_big_16.gph', 'MgNi7-683416-Cagome_big_17.gph', 'MgNi7-683416-Cagome_big_18.gph', 'MgNi7-683416-Cagome_big_19.gph', 'MgNi7-683416-Cagome_big_2.gph', 'MgNi7-683416-Cagome_big_20.gph', 'MgNi7-683416-Cagome_big_21.gph', 'MgNi7-683416-Cagome_big_3.gph', 'MgNi7-683416-Cagome_big_4.gph', 'MgNi7-683416-Cagome_big_5.gph', 'MgNi7-683416-Cagome_big_6.gph', 'MgNi7-683416-Cagome_big_7.gph', 'MgNi7-683416-Cagome_big_8.gph', 'MgNi7-683416-Cagome_big_9.gph']",intermetallics_search_683416.cif
14604,683417,683417,"['MgNi11-683417-Cagome_big.gph', 'MgNi11-683417-Cagome_big_1.gph', 'MgNi11-683417-Cagome_big_10.gph', 'MgNi11-683417-Cagome_big_11.gph', 'MgNi11-683417-Cagome_big_12.gph', 'MgNi11-683417-Cagome_big_13.gph', 'MgNi11-683417-Cagome_big_14.gph', 'MgNi11-683417-Cagome_big_15.gph', 'MgNi11-683417-Cagome_big_16.gph', 'MgNi11-683417-Cagome_big_17.gph', 'MgNi11-683417-Cagome_big_18.gph', 'MgNi11-683417-Cagome_big_19.gph', 'MgNi11-683417-Cagome_big_2.gph', 'MgNi11-683417-Cagome_big_20.gph', 'MgNi11-683417-Cagome_big_21.gph', 'MgNi11-683417-Cagome_big_22.gph', 'MgNi11-683417-Cagome_big_23.gph', 'MgNi11-683417-Cagome_big_24.gph', 'MgNi11-683417-Cagome_big_25.gph', 'MgNi11-683417-Cagome_big_26.gph', 'MgNi11-683417-Cagome_big_27.gph', 'MgNi11-683417-Cagome_big_28.gph', 'MgNi11-683417-Cagome_big_29.gph', 'MgNi11-683417-Cagome_big_3.gph', 'MgNi11-683417-Cagome_big_30.gph', 'MgNi11-683417-Cagome_big_31.gph', 'MgNi11-683417-Cagome_big_32.gph', 'MgNi11-683417-Cagome_big_33.gph', 'MgNi11-683417-Cagome_big_34.gph', 'MgNi11-683417-Cagome_big_35.gph', 'MgNi11-683417-Cagome_big_36.gph', 'MgNi11-683417-Cagome_big_37.gph', 'MgNi11-683417-Cagome_big_38.gph', 'MgNi11-683417-Cagome_big_39.gph', 'MgNi11-683417-Cagome_big_4.gph', 'MgNi11-683417-Cagome_big_5.gph', 'MgNi11-683417-Cagome_big_6.gph', 'MgNi11-683417-Cagome_big_7.gph', 'MgNi11-683417-Cagome_big_8.gph', 'MgNi11-683417-Cagome_big_9.gph']",intermetallics_search_683417.cif
14605,683429,683429,['LaBi-683429-Cagome_big.gph'],intermetallics_search_683429.cif
14606,683532,683532,['Ni2Y-683532-Cagome_big.gph'],intermetallics_search_683532.cif
14607,683533,683533,['Ni5Y-683533-Cagome_big.gph'],intermetallics_search_683533.cif
14608,683564,683564,['Ni3Al0.875Re0.125-683564-Cagome_big.gph'],intermetallics_search_683564.cif
14609,683565,683565,['Ni3Al0.875W0.125-683565-Cagome_big.gph'],intermetallics_search_683565.cif
14610,683566,683566,['Ni3Al0.875Mo0.125-683566-Cagome_big.gph'],intermetallics_search_683566.cif
14611,683567,683567,['Ni3Al0.875Ru0.125-683567-Cagome_big.gph'],intermetallics_search_683567.cif
14612,683568,683568,['Ni3Al0.875Ta0.125-683568-Cagome_big.gph'],intermetallics_search_683568.cif
14613,683569,683569,['Ni3Al0.75Re0.25-683569-Cagome_big.gph'],intermetallics_search_683569.cif
14614,683570,683570,['Ni3Al0.75W0.25-683570-Cagome_big.gph'],intermetallics_search_683570.cif
14615,683571,683571,['Ni3Al0.75Mo0.25-683571-Cagome_big.gph'],intermetallics_search_683571.cif
14616,683572,683572,['Ni3Al0.75Ru0.25-683572-Cagome_big.gph'],intermetallics_search_683572.cif
14617,683573,683573,['Ni3Al0.75Ta0.25-683573-Cagome_big.gph'],intermetallics_search_683573.cif
14618,683574,683574,['Ni3Al0.75W0.125Re0.125-683574-Cagome_big.gph'],intermetallics_search_683574.cif
14619,683575,683575,['Ni3Al0.75W0.125Mo0.125-683575-Cagome_big.gph'],intermetallics_search_683575.cif
14620,683576,683576,['Ni3Al0.75Re0.125Mo0.125-683576-Cagome_big.gph'],intermetallics_search_683576.cif
14621,683577,683577,['Ni3Al0.75W0.125Ta0.125-683577-Cagome_big.gph'],intermetallics_search_683577.cif
14622,683578,683578,['Ni3Al0.75Re0.125Ta0.125-683578-Cagome_big.gph'],intermetallics_search_683578.cif
14623,683579,683579,['Ni3Al0.75W0.125Ru0.125-683579-Cagome_big.gph'],intermetallics_search_683579.cif
14624,683580,683580,['Ni3Al0.75Re0.125Ru0.125-683580-Cagome_big.gph'],intermetallics_search_683580.cif
14625,683584,683584,['Co3Ti-683584-Cagome_big.gph'],intermetallics_search_683584.cif
14626,683585,683585,['Co3V-683585-Cagome_big.gph'],intermetallics_search_683585.cif
14627,683586,683586,['Co3Cr-683586-Cagome_big.gph'],intermetallics_search_683586.cif
14628,683587,683587,['Co3Zr-683587-Cagome_big.gph'],intermetallics_search_683587.cif
14629,683588,683588,['Co3Nb-683588-Cagome_big.gph'],intermetallics_search_683588.cif
14630,683589,683589,['Co3Mo-683589-Cagome_big.gph'],intermetallics_search_683589.cif
14631,683590,683590,['Co3Hf-683590-Cagome_big.gph'],intermetallics_search_683590.cif
14632,683591,683591,['Co3Ta-683591-Cagome_big.gph'],intermetallics_search_683591.cif
14633,683592,683592,['Co3W-683592-Cagome_big.gph'],intermetallics_search_683592.cif
14634,683593,683593,['Co3Al-683593-Cagome_big.gph'],intermetallics_search_683593.cif
14635,683594,683594,['Co3Al0.5Ti0.5-683594-Cagome_big.gph'],intermetallics_search_683594.cif
14636,683595,683595,['Co3Al0.5V0.5-683595-Cagome_big.gph'],intermetallics_search_683595.cif
14637,683596,683596,['Co3Al0.5Cr0.5-683596-Cagome_big.gph'],intermetallics_search_683596.cif
14638,683597,683597,['Co3Al0.5Zr0.5-683597-Cagome_big.gph'],intermetallics_search_683597.cif
14639,683598,683598,['Co3Al0.5Nb0.5-683598-Cagome_big.gph'],intermetallics_search_683598.cif
14640,683599,683599,['Co3Al0.5Mo0.5-683599-Cagome_big.gph'],intermetallics_search_683599.cif
14641,683600,683600,['Co3Al0.5Hf0.5-683600-Cagome_big.gph'],intermetallics_search_683600.cif
14642,683601,683601,['Co3Al0.5Ta0.5-683601-Cagome_big.gph'],intermetallics_search_683601.cif
14643,683602,683602,['Co3Al0.5W0.5-683602-Cagome_big.gph'],intermetallics_search_683602.cif
14644,683643,683643,['CaSn3-683643-Cagome_big.gph'],intermetallics_search_683643.cif
14645,683644,683644,['LaSn3-683644-Cagome_big.gph'],intermetallics_search_683644.cif
14646,683645,683645,['NaSn3-683645-Cagome_big.gph'],intermetallics_search_683645.cif
14647,683646,683646,['LiSn3-683646-Cagome_big.gph'],intermetallics_search_683646.cif
14648,683647,683647,['YSn3-683647-Cagome_big.gph'],intermetallics_search_683647.cif
14649,683648,683648,['YPb3-683648-Cagome_big.gph'],intermetallics_search_683648.cif
14650,683649,683649,['YTl3-683649-Cagome_big.gph'],intermetallics_search_683649.cif
14651,683650,683650,['YIn3-683650-Cagome_big.gph'],intermetallics_search_683650.cif
14652,683661,683661,['Al3Hf-683661-Cagome_big.gph'],intermetallics_search_683661.cif
14653,683730,683730,['Fe3Pt-683730-Cagome_big.gph'],intermetallics_search_683730.cif
14654,683731,683731,"['Fe3Pt-683731-Cagome_big.gph', 'Fe3Pt-683731-Cagome_big_1.gph', 'Fe3Pt-683731-Cagome_big_2.gph', 'Fe3Pt-683731-Cagome_big_3.gph', 'Fe3Pt-683731-Cagome_big_4.gph', 'Fe3Pt-683731-Cagome_big_5.gph', 'Fe3Pt-683731-Cagome_big_6.gph']",intermetallics_search_683731.cif
14655,683759,683759,['DyNi2-683759-Cagome_big.gph'],intermetallics_search_683759.cif
14656,683760,683760,['HoNi2-683760-Cagome_big.gph'],intermetallics_search_683760.cif
14657,683761,683761,['ErNi2-683761-Cagome_big.gph'],intermetallics_search_683761.cif
14658,683951,683951,"['MgZn2-683951-Cagome_big.gph', 'MgZn2-683951-Cagome_big_1.gph']",intermetallics_search_683951.cif
14659,683980,683980,['TiZn2-683980-Cagome_big.gph'],intermetallics_search_683980.cif
14660,683981,683981,['TiZn3-683981-Cagome_big.gph'],intermetallics_search_683981.cif
14661,684026,684026,['TiAl3-684026-Cagome_big.gph'],intermetallics_search_684026.cif
14662,684134,684134,['Co2YAl-684134-Cagome_big.gph'],intermetallics_search_684134.cif
14663,684152,684152,['Fe2YAl-684152-Cagome_big.gph'],intermetallics_search_684152.cif
14664,684408,684408,"['KGaSn-684408-Cagome_big.gph', 'KGaSn-684408-Cagome_big_1.gph']",intermetallics_search_684408.cif
14665,684409,684409,"['KInSn-684409-Cagome_big.gph', 'KInSn-684409-Cagome_big_1.gph']",intermetallics_search_684409.cif
14666,684410,684410,"['KSnIn-684410-Cagome_big.gph', 'KSnIn-684410-Cagome_big_1.gph']",intermetallics_search_684410.cif
14667,684418,684418,"['KGeIn-684418-Cagome_big.gph', 'KGeIn-684418-Cagome_big_1.gph']",intermetallics_search_684418.cif
14668,684457,684457,"['V0.75Cr0.25-684457-Cagome_big.gph', 'V0.75Cr0.25-684457-Cagome_big_1.gph', 'V0.75Cr0.25-684457-Cagome_big_2.gph', 'V0.75Cr0.25-684457-Cagome_big_3.gph']",intermetallics_search_684457.cif
14669,684458,684458,"['V0.5Cr0.5-684458-Cagome_big.gph', 'V0.5Cr0.5-684458-Cagome_big_1.gph', 'V0.5Cr0.5-684458-Cagome_big_2.gph', 'V0.5Cr0.5-684458-Cagome_big_3.gph']",intermetallics_search_684458.cif
14670,684459,684459,"['V0.25Cr0.75-684459-Cagome_big.gph', 'V0.25Cr0.75-684459-Cagome_big_1.gph', 'V0.25Cr0.75-684459-Cagome_big_2.gph', 'V0.25Cr0.75-684459-Cagome_big_3.gph']",intermetallics_search_684459.cif
14671,684460,684460,"['V0.75Fe0.25-684460-Cagome_big.gph', 'V0.75Fe0.25-684460-Cagome_big_1.gph', 'V0.75Fe0.25-684460-Cagome_big_2.gph', 'V0.75Fe0.25-684460-Cagome_big_3.gph']",intermetallics_search_684460.cif
14672,684461,684461,"['V0.5Fe0.5-684461-Cagome_big.gph', 'V0.5Fe0.5-684461-Cagome_big_1.gph', 'V0.5Fe0.5-684461-Cagome_big_2.gph', 'V0.5Fe0.5-684461-Cagome_big_3.gph']",intermetallics_search_684461.cif
14673,684462,684462,"['V0.25Fe0.75-684462-Cagome_big.gph', 'V0.25Fe0.75-684462-Cagome_big_1.gph', 'V0.25Fe0.75-684462-Cagome_big_2.gph', 'V0.25Fe0.75-684462-Cagome_big_3.gph']",intermetallics_search_684462.cif
14674,684687,684687,"['V(Fe0.333Co0.333Ni0.333)3-684687-Cagome_big.gph', 'V(Fe0.333Co0.333Ni0.333)3-684687-Cagome_big_1.gph', 'V(Fe0.333Co0.333Ni0.333)3-684687-Cagome_big_2.gph']",intermetallics_search_684687.cif
14675,684689,684689,"['Ni0.75Co0.25-684689-Cagome_big.gph', 'Ni0.75Co0.25-684689-Cagome_big_1.gph']",intermetallics_search_684689.cif
14676,684690,684690,"['Ni0.5Co0.5-684690-Cagome_big.gph', 'Ni0.5Co0.5-684690-Cagome_big_1.gph']",intermetallics_search_684690.cif
14677,684691,684691,"['NiCo-684691-Cagome_big.gph', 'NiCo-684691-Cagome_big_1.gph']",intermetallics_search_684691.cif
14678,684694,684694,"['Ni0.25Co0.75-684694-Cagome_big.gph', 'Ni0.25Co0.75-684694-Cagome_big_1.gph']",intermetallics_search_684694.cif
